==92053== NVPROF is profiling process 92053, command: /home/jacobsi/anaconda3/bin/python3 sdfg_api_v2.py -M 4096 -N 4096 -K 4096 --precision 32 --double-buffering --swizzle-threads
==92053== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==92053== Profiling application: /home/jacobsi/anaconda3/bin/python3 sdfg_api_v2.py -M 4096 -N 4096 -K 4096 --precision 32 --double-buffering --swizzle-threads
==92053== Profiling result:
==92053== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"dram_read_transactions","Device Memory Read Transactions",4194310,4194310,4194310
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"dram_write_transactions","Device Memory Write Transactions",2126015,2126015,2126015
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"ldst_issued","Issued Load/Store Instructions",3145728,3145728,3145728
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"ldst_executed","Executed Load/Store Instructions",3145728,3145728,3145728
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"sm_efficiency","Multiprocessor Activity",97.306196%,97.306196%,97.306196%
"Tesla V100-PCIE-32GB (0)","add_matrices_0_0_17(float const *, float const *, float*, int, int)",1,"achieved_occupancy","Achieved Occupancy",0.078257,0.078257,0.078257
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"shared_store_transactions","Shared Store Transactions",0,0,0
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"shared_load_transactions","Shared Load Transactions",0,0,0
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"gld_transactions","Global Load Transactions",2097152,2097152,2097152
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"gst_transactions","Global Store Transactions",2097152,2097152,2097152
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"l2_read_transactions","L2 Read Transactions",2097248,2097248,2097248
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"l2_write_transactions","L2 Write Transactions",2097194,2097194,2097194
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"dram_read_transactions","Device Memory Read Transactions",2097191,2097191,2097191
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"dram_write_transactions","Device Memory Write Transactions",2113849,2113849,2113849
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"ldst_issued","Issued Load/Store Instructions",2621440,2621440,2621440
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"ldst_executed","Executed Load/Store Instructions",2621440,2621440,2621440
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"sm_efficiency","Multiprocessor Activity",96.044806%,96.044806%,96.044806%
"Tesla V100-PCIE-32GB (0)","multiply_matrix_with_constant_0_0_14(float const *, float*, int, int)",1,"achieved_occupancy","Achieved Occupancy",0.069150,0.069150,0.069150
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"shared_store_transactions","Shared Store Transactions",0,0,0
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"shared_load_transactions","Shared Load Transactions",0,0,0
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"gld_transactions","Global Load Transactions",0,0,0
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"gst_transactions","Global Store Transactions",2097152,2097152,2097152
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"l2_read_transactions","L2 Read Transactions",300,300,300
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"l2_write_transactions","L2 Write Transactions",2097181,2097181,2097181
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"dram_read_transactions","Device Memory Read Transactions",7,7,7
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"dram_write_transactions","Device Memory Write Transactions",2097150,2097150,2097150
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"ldst_issued","Issued Load/Store Instructions",2097152,2097152,2097152
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"ldst_executed","Executed Load/Store Instructions",2097152,2097152,2097152
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"sm_efficiency","Multiprocessor Activity",62.204647%,62.204647%,62.204647%
"Tesla V100-PCIE-32GB (0)","initialize_matmul_result_1_0_1(float*, int, int)",1,"achieved_occupancy","Achieved Occupancy",0.021647,0.021647,0.021647
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"shared_store_transactions","Shared Store Transactions",70886884,70886884,70886884
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"shared_load_transactions","Shared Load Transactions",806163712,806163712,806163712
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"gld_transactions","Global Load Transactions",410976841,410976841,410976841
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"gst_transactions","Global Store Transactions",8388608,8388608,8388608
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"l2_read_transactions","L2 Read Transactions",255154529,255154529,255154529
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"l2_write_transactions","L2 Write Transactions",8388650,8388650,8388650
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"dram_read_transactions","Device Memory Read Transactions",32651563,32651563,32651563
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"dram_write_transactions","Device Memory Write Transactions",2147406,2147406,2147406
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"local_memory_overhead","Local Memory Overhead",3.455960%,3.455960%,3.455960%
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"shared_efficiency","Shared Memory Efficiency",30.606610%,30.606610%,30.606610%
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"shared_utilization","Shared Memory Utilization","Mid (6)","Mid (6)","Mid (6)"
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"ldst_issued","Issued Load/Store Instructions",437354496,437354496,437354496
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"ldst_executed","Executed Load/Store Instructions",437354496,437354496,437354496
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"sm_efficiency","Multiprocessor Activity",98.808537%,98.808537%,98.808537%
"Tesla V100-PCIE-32GB (0)","Thread_block_grid_1_1_3(dace::exttype_float32_4 const *, dace::exttype_float32_4 const *, float*, int, int, int)",1,"achieved_occupancy","Achieved Occupancy",0.492392,0.492392,0.492392
